Epoch: 1, lr: 1.00e-03 - train loss: 4.34 - valid loss: 3.46, valid error: 8.34e-01
Epoch: 2, lr: 9.97e-04 - train loss: 3.32 - valid loss: 3.12, valid error: 7.15e-01
Epoch: 3, lr: 9.94e-04 - train loss: 2.63 - valid loss: 2.40, valid error: 6.02e-01
Epoch: 4, lr: 9.91e-04 - train loss: 2.14 - valid loss: 1.88, valid error: 4.71e-01
Epoch: 5, lr: 9.88e-04 - train loss: 1.79 - valid loss: 1.47, valid error: 3.78e-01
Epoch: 6, lr: 9.85e-04 - train loss: 1.50 - valid loss: 1.35, valid error: 3.76e-01
Epoch: 7, lr: 9.82e-04 - train loss: 1.30 - valid loss: 1.26, valid error: 3.24e-01
Epoch: 8, lr: 9.79e-04 - train loss: 1.11 - valid loss: 1.31, valid error: 3.46e-01
Epoch: 9, lr: 9.76e-04 - train loss: 9.67e-01 - valid loss: 1.19, valid error: 3.22e-01
Epoch: 10, lr: 9.73e-04 - train loss: 8.86e-01 - valid loss: 9.70e-01, valid error: 2.47e-01
Epoch: 11, lr: 9.70e-04 - train loss: 7.85e-01 - valid loss: 9.84e-01, valid error: 2.73e-01
Epoch: 12, lr: 9.67e-04 - train loss: 7.16e-01 - valid loss: 7.88e-01, valid error: 2.21e-01
Epoch: 13, lr: 9.64e-04 - train loss: 6.42e-01 - valid loss: 9.34e-01, valid error: 2.53e-01
Epoch: 14, lr: 9.61e-04 - train loss: 5.93e-01 - valid loss: 7.81e-01, valid error: 2.13e-01
Epoch: 15, lr: 9.58e-04 - train loss: 5.60e-01 - valid loss: 7.39e-01, valid error: 2.01e-01
Epoch: 16, lr: 9.55e-04 - train loss: 5.27e-01 - valid loss: 9.62e-01, valid error: 2.38e-01
Epoch: 17, lr: 9.52e-04 - train loss: 4.80e-01 - valid loss: 7.98e-01, valid error: 2.01e-01
Epoch: 18, lr: 9.49e-04 - train loss: 4.34e-01 - valid loss: 7.87e-01, valid error: 2.01e-01
Epoch: 19, lr: 9.46e-04 - train loss: 4.25e-01 - valid loss: 7.10e-01, valid error: 1.81e-01
Epoch: 20, lr: 9.43e-04 - train loss: 4.19e-01 - valid loss: 7.01e-01, valid error: 1.80e-01
Epoch: 21, lr: 9.40e-04 - train loss: 3.90e-01 - valid loss: 8.57e-01, valid error: 2.21e-01
Epoch: 22, lr: 9.37e-04 - train loss: 3.55e-01 - valid loss: 8.26e-01, valid error: 2.03e-01
Epoch: 23, lr: 9.34e-04 - train loss: 3.76e-01 - valid loss: 7.50e-01, valid error: 1.85e-01
Epoch: 24, lr: 9.31e-04 - train loss: 3.42e-01 - valid loss: 7.67e-01, valid error: 1.86e-01
Epoch: 25, lr: 9.28e-04 - train loss: 3.18e-01 - valid loss: 6.93e-01, valid error: 1.69e-01
Epoch: 26, lr: 9.25e-04 - train loss: 3.18e-01 - valid loss: 7.27e-01, valid error: 1.88e-01
Epoch: 27, lr: 9.22e-04 - train loss: 2.94e-01 - valid loss: 7.25e-01, valid error: 1.95e-01
Epoch: 28, lr: 9.19e-04 - train loss: 2.89e-01 - valid loss: 6.54e-01, valid error: 1.61e-01
Epoch: 29, lr: 9.16e-04 - train loss: 3.06e-01 - valid loss: 6.62e-01, valid error: 1.71e-01
Epoch: 30, lr: 9.13e-04 - train loss: 2.53e-01 - valid loss: 6.74e-01, valid error: 1.88e-01
Epoch: 31, lr: 9.10e-04 - train loss: 2.57e-01 - valid loss: 7.04e-01, valid error: 1.83e-01
Epoch: 32, lr: 9.07e-04 - train loss: 2.53e-01 - valid loss: 6.80e-01, valid error: 1.73e-01
Epoch: 33, lr: 9.04e-04 - train loss: 2.39e-01 - valid loss: 6.16e-01, valid error: 1.74e-01
Epoch: 34, lr: 9.01e-04 - train loss: 2.43e-01 - valid loss: 7.37e-01, valid error: 1.85e-01
