Epoch: 1, lr: 1.00e-03 - train loss: 4.33 - valid loss: 3.57, valid error: 8.22e-01
Epoch: 2, lr: 9.97e-04 - train loss: 3.24 - valid loss: 2.45, valid error: 6.22e-01
Epoch: 3, lr: 9.94e-04 - train loss: 2.52 - valid loss: 2.07, valid error: 5.50e-01
Epoch: 4, lr: 9.91e-04 - train loss: 2.04 - valid loss: 2.05, valid error: 5.29e-01
Epoch: 5, lr: 9.88e-04 - train loss: 1.71 - valid loss: 1.43, valid error: 3.67e-01
Epoch: 6, lr: 9.85e-04 - train loss: 1.45 - valid loss: 1.22, valid error: 3.34e-01
Epoch: 7, lr: 9.82e-04 - train loss: 1.25 - valid loss: 1.11, valid error: 2.95e-01
Epoch: 8, lr: 9.79e-04 - train loss: 1.09 - valid loss: 1.08, valid error: 3.04e-01
Epoch: 9, lr: 9.76e-04 - train loss: 9.58e-01 - valid loss: 1.01, valid error: 2.70e-01
Epoch: 10, lr: 9.73e-04 - train loss: 8.73e-01 - valid loss: 7.75e-01, valid error: 2.27e-01
Epoch: 11, lr: 9.70e-04 - train loss: 7.80e-01 - valid loss: 9.08e-01, valid error: 2.45e-01
Epoch: 12, lr: 9.67e-04 - train loss: 7.08e-01 - valid loss: 7.70e-01, valid error: 2.06e-01
Epoch: 13, lr: 9.64e-04 - train loss: 6.30e-01 - valid loss: 7.64e-01, valid error: 2.13e-01
Epoch: 14, lr: 9.61e-04 - train loss: 5.86e-01 - valid loss: 7.68e-01, valid error: 2.25e-01
Epoch: 15, lr: 9.58e-04 - train loss: 5.75e-01 - valid loss: 7.35e-01, valid error: 2.05e-01
Epoch: 16, lr: 9.55e-04 - train loss: 5.17e-01 - valid loss: 6.21e-01, valid error: 1.81e-01
Epoch: 17, lr: 9.52e-04 - train loss: 5.00e-01 - valid loss: 6.71e-01, valid error: 1.68e-01
Epoch: 18, lr: 9.49e-04 - train loss: 4.34e-01 - valid loss: 7.81e-01, valid error: 2.10e-01
Epoch: 19, lr: 9.46e-04 - train loss: 4.38e-01 - valid loss: 6.63e-01, valid error: 1.83e-01
Epoch: 20, lr: 9.43e-04 - train loss: 4.05e-01 - valid loss: 6.90e-01, valid error: 1.96e-01
Epoch: 21, lr: 9.40e-04 - train loss: 3.99e-01 - valid loss: 6.63e-01, valid error: 1.90e-01
Epoch: 22, lr: 9.37e-04 - train loss: 3.62e-01 - valid loss: 6.43e-01, valid error: 1.71e-01
Epoch: 23, lr: 9.34e-04 - train loss: 3.54e-01 - valid loss: 6.55e-01, valid error: 2.01e-01
